Condition,State,PPH_per_1000,Year,Jurisdiction,Sector,Cost_per_person,Cost_per_PPH
Iron deficiency anaemia,Vic,3.6,2022-23,Vic,Hospitals,7.0,1944.4444444444443
Iron deficiency anaemia,Vic,3.6,2022-23,Vic,Hospitals,1135.0,315277.77777777775
Iron deficiency anaemia,Vic,3.6,2022-23,Vic,Hospitals,7.0,1944.4444444444443
Iron deficiency anaemia,Vic,3.6,2022-23,Vic,Hospitals,22.0,6111.111111111111
Iron deficiency anaemia,Vic,3.6,2022-23,Vic,Hospitals,82.0,22777.777777777777
Iron deficiency anaemia,Vic,3.6,2022-23,Vic,Hospitals,99.0,27500.0
Iron deficiency anaemia,Vic,3.6,2022-23,Vic,Hospitals,2279.0,633055.5555555555
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,16.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,137.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,121.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,361.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,98.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,64.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,12.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,7.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,1135.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,7.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,22.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,82.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,99.0,inf
Nutritional deficiencies,Vic,0.0,2022-23,Vic,Hospitals,2279.0,inf
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,16.0,160000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,137.0,1370000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,121.0,1210000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,361.0,3610000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,98.0,980000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,64.0,640000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,12.0,120000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,7.0,70000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,1135.0,11350000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,7.0,70000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,22.0,220000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,82.0,820000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,99.0,990000.0
Rheumatic heart disease(d),Vic,0.1,2022-23,Vic,Hospitals,2279.0,22790000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,16.0,80000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,137.0,685000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,121.0,605000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,361.0,1805000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,98.0,490000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,64.0,320000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,12.0,60000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,7.0,35000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,1135.0,5675000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,7.0,35000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,22.0,110000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,82.0,410000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,99.0,495000.0
Bronchiectasis,Vic,0.2,2022-23,Vic,Hospitals,2279.0,11395000.0
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,16.0,1333.3333333333333
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,137.0,11416.666666666666
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,121.0,10083.333333333334
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,361.0,30083.333333333332
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,98.0,8166.666666666667
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,64.0,5333.333333333333
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,12.0,1000.0
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,7.0,583.3333333333334
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,1135.0,94583.33333333333
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,7.0,583.3333333333334
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,22.0,1833.3333333333333
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,82.0,6833.333333333333
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,99.0,8250.0
Total chronic conditions(c),Vic,12.0,2022-23,Vic,Hospitals,2279.0,189916.66666666666
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,16.0,653.0612244897959
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,137.0,5591.836734693878
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,121.0,4938.775510204082
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,361.0,14734.69387755102
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,98.0,4000.0
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,64.0,2612.2448979591836
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,12.0,489.7959183673469
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,7.0,285.7142857142857
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,1135.0,46326.5306122449
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,7.0,285.7142857142857
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,22.0,897.9591836734694
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,82.0,3346.938775510204
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,99.0,4040.816326530612
Total selected potentially preventable hospitalisations,Vic,24.5,2022-23,Vic,Hospitals,2279.0,93020.40816326531
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,47.0,29375.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,178.0,111250.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,132.0,82500.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,393.0,245625.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,83.0,51875.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,59.0,36875.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,0.0,0.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,17.0,10625.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,1332.0,832500.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,8.0,5000.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,23.0,14375.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,49.0,30625.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,168.0,105000.0
Pneumonia and vaccine-preventable influenza,Qld,1.6,2022-23,Qld,Hospitals,1492.0,932500.0
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,47.0,67142.85714285714
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,178.0,254285.7142857143
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,132.0,188571.42857142858
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,393.0,561428.5714285715
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,83.0,118571.42857142858
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,59.0,84285.71428571429
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,0.0,0.0
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,17.0,24285.714285714286
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,1332.0,1902857.142857143
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,8.0,11428.57142857143
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,23.0,32857.14285714286
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,49.0,70000.0
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,168.0,240000.00000000003
Other vaccine-preventable conditions,Qld,0.7,2022-23,Qld,Hospitals,1492.0,2131428.5714285714
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,47.0,20434.782608695652
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,178.0,77391.3043478261
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,132.0,57391.30434782609
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,393.0,170869.56521739133
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,83.0,36086.956521739135
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,59.0,25652.17391304348
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,0.0,0.0
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,17.0,7391.304347826088
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,1332.0,579130.4347826088
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,8.0,3478.2608695652175
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,23.0,10000.0
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,49.0,21304.34782608696
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,168.0,73043.47826086957
Total vaccine-preventable conditions(c),Qld,2.3,2022-23,Qld,Hospitals,1492.0,648695.6521739131
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,47.0,470000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,178.0,1780000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,132.0,1320000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,393.0,3930000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,83.0,830000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,59.0,590000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,0.0,0.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,17.0,170000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,1332.0,13320000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,8.0,80000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,23.0,230000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,49.0,490000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,168.0,1680000.0
Pneumonia (not vaccine-preventable),Qld,0.1,2022-23,Qld,Hospitals,1492.0,14920000.0
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,47.0,14242.424242424244
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,178.0,53939.39393939394
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,132.0,40000.0
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,393.0,119090.9090909091
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,83.0,25151.515151515152
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,59.0,17878.78787878788
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,0.0,0.0
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,17.0,5151.515151515152
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,1332.0,403636.36363636365
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,8.0,2424.2424242424245
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,23.0,6969.69696969697
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,49.0,14848.48484848485
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,168.0,50909.09090909091
Cellulitis,Qld,3.3,2022-23,Qld,Hospitals,1492.0,452121.21212121216
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,47.0,27647.058823529413
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,178.0,104705.88235294117
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,132.0,77647.05882352941
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,393.0,231176.4705882353
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,83.0,48823.529411764706
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,59.0,34705.882352941175
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,0.0,0.0
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,17.0,10000.0
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,1332.0,783529.4117647059
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,8.0,4705.882352941177
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,23.0,13529.411764705883
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,49.0,28823.529411764706
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,168.0,98823.52941176471
Convulsions and epilepsy,Qld,1.7,2022-23,Qld,Hospitals,1492.0,877647.0588235294
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,47.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,178.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,132.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,393.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,83.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,59.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,0.0,
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,17.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,1332.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,8.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,23.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,49.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,168.0,inf
Eclampsia,Qld,0.0,2022-23,Qld,Hospitals,1492.0,inf
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,47.0,12051.28205128205
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,178.0,45641.02564102564
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,132.0,33846.153846153844
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,393.0,100769.23076923077
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,83.0,21282.05128205128
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,59.0,15128.205128205129
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,0.0,0.0
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,17.0,4358.974358974359
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,1332.0,341538.46153846156
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,8.0,2051.2820512820513
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,23.0,5897.4358974358975
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,49.0,12564.102564102564
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,168.0,43076.92307692308
Dental conditions,Qld,3.9,2022-23,Qld,Hospitals,1492.0,382564.10256410256
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,47.0,18800.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,178.0,71200.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,132.0,52800.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,393.0,157200.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,83.0,33200.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,59.0,23600.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,0.0,0.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,17.0,6800.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,1332.0,532800.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,8.0,3200.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,23.0,9200.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,49.0,19600.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,168.0,67200.0
"Ear, nose and throat infections",Qld,2.5,2022-23,Qld,Hospitals,1492.0,596800.0
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,47.0,78333.33333333334
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,178.0,296666.6666666667
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,132.0,220000.0
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,393.0,655000.0
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,83.0,138333.33333333334
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,59.0,98333.33333333334
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,0.0,0.0
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,17.0,28333.333333333336
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,1332.0,2220000.0
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,8.0,13333.333333333334
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,23.0,38333.333333333336
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,49.0,81666.66666666667
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,168.0,280000.0
Gangrene,Qld,0.6,2022-23,Qld,Hospitals,1492.0,2486666.666666667
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,47.0,235000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,178.0,890000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,132.0,660000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,393.0,1965000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,83.0,415000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,59.0,295000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,0.0,0.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,17.0,85000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,1332.0,6660000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,8.0,40000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,23.0,115000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,49.0,245000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,168.0,840000.0
Pelvic inflammatory disease,Qld,0.2,2022-23,Qld,Hospitals,1492.0,7460000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,47.0,235000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,178.0,890000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,132.0,660000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,393.0,1965000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,83.0,415000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,59.0,295000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,0.0,0.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,17.0,85000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,1332.0,6660000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,8.0,40000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,23.0,115000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,49.0,245000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,168.0,840000.0
Perforated/bleeding ulcer,Qld,0.2,2022-23,Qld,Hospitals,1492.0,7460000.0
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,47.0,12051.28205128205
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,178.0,45641.02564102564
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,132.0,33846.153846153844
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,393.0,100769.23076923077
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,83.0,21282.05128205128
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,59.0,15128.205128205129
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,0.0,0.0
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,17.0,4358.974358974359
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,1332.0,341538.46153846156
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,8.0,2051.2820512820513
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,23.0,5897.4358974358975
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,49.0,12564.102564102564
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,168.0,43076.92307692308
Urinary tract infections including pyelonephritis,Qld,3.9,2022-23,Qld,Hospitals,1492.0,382564.10256410256
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,47.0,2848.4848484848485
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,178.0,10787.878787878788
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,132.0,8000.0
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,393.0,23818.18181818182
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,83.0,5030.30303030303
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,59.0,3575.757575757576
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,0.0,0.0
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,17.0,1030.3030303030303
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,1332.0,80727.27272727272
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,8.0,484.8484848484849
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,23.0,1393.939393939394
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,49.0,2969.6969696969695
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,168.0,10181.818181818182
Total acute conditions(c),Qld,16.5,2022-23,Qld,Hospitals,1492.0,90424.24242424243
Angina,Qld,0.9,2022-23,Qld,Hospitals,47.0,52222.22222222222
Angina,Qld,0.9,2022-23,Qld,Hospitals,178.0,197777.77777777778
Angina,Qld,0.9,2022-23,Qld,Hospitals,132.0,146666.66666666666
Angina,Qld,0.9,2022-23,Qld,Hospitals,393.0,436666.6666666666
Angina,Qld,0.9,2022-23,Qld,Hospitals,83.0,92222.22222222222
Angina,Qld,0.9,2022-23,Qld,Hospitals,59.0,65555.55555555555
Angina,Qld,0.9,2022-23,Qld,Hospitals,0.0,0.0
Angina,Qld,0.9,2022-23,Qld,Hospitals,17.0,18888.888888888887
Angina,Qld,0.9,2022-23,Qld,Hospitals,1332.0,1480000.0
Angina,Qld,0.9,2022-23,Qld,Hospitals,8.0,8888.888888888889
Angina,Qld,0.9,2022-23,Qld,Hospitals,23.0,25555.555555555555
Angina,Qld,0.9,2022-23,Qld,Hospitals,49.0,54444.444444444445
Angina,Qld,0.9,2022-23,Qld,Hospitals,168.0,186666.66666666666
Angina,Qld,0.9,2022-23,Qld,Hospitals,1492.0,1657777.7777777778
Asthma,Qld,1.3,2022-23,Qld,Hospitals,47.0,36153.846153846156
Asthma,Qld,1.3,2022-23,Qld,Hospitals,178.0,136923.0769230769
Asthma,Qld,1.3,2022-23,Qld,Hospitals,132.0,101538.46153846153
Asthma,Qld,1.3,2022-23,Qld,Hospitals,393.0,302307.6923076923
Asthma,Qld,1.3,2022-23,Qld,Hospitals,83.0,63846.153846153844
Asthma,Qld,1.3,2022-23,Qld,Hospitals,59.0,45384.61538461538
Asthma,Qld,1.3,2022-23,Qld,Hospitals,0.0,0.0
Asthma,Qld,1.3,2022-23,Qld,Hospitals,17.0,13076.923076923076
Asthma,Qld,1.3,2022-23,Qld,Hospitals,1332.0,1024615.3846153846
Asthma,Qld,1.3,2022-23,Qld,Hospitals,8.0,6153.846153846153
Asthma,Qld,1.3,2022-23,Qld,Hospitals,23.0,17692.30769230769
Asthma,Qld,1.3,2022-23,Qld,Hospitals,49.0,37692.30769230769
Asthma,Qld,1.3,2022-23,Qld,Hospitals,168.0,129230.76923076922
Asthma,Qld,1.3,2022-23,Qld,Hospitals,1492.0,1147692.3076923077
Chronic obstructive pulmonary disease,Qld,2.4,2022-23,Qld,Hospitals,47.0,19583.333333333336
Chronic obstructive pulmonary disease,Qld,2.4,2022-23,Qld,Hospitals,178.0,74166.66666666667
Chronic obstructive pulmonary disease,Qld,2.4,2022-23,Qld,Hospitals,132.0,55000.0
Chronic obstructive pulmonary disease,Qld,2.4,2022-23,Qld,Hospitals,393.0,163750.0
Chronic obstructive pulmonary disease,Qld,2.4,2022-23,Qld,Hospitals,83.0,34583.333333333336
Chronic obstructive pulmonary disease,Qld,2.4,2022-23,Qld,Hospitals,59.0,24583.333333333336
Chronic obstructive pulmonary disease,Qld,2.4,2022-23,Qld,Hospitals,0.0,0.0
