eSituation_10,DiagnosisCodeDescr
K80.30,"Calculus of bile duct with cholangitis, unspecified, without obstruction"
K80.50,Calculus of bile duct without cholangitis or cholecystitis without obstruction
K81.0,Acute cholecystitis
K81.9,"Cholecystitis, unspecified"
K82.0,Obstruction of gallbladder
K85,Acute pancreatitis
K85.0,Idiopathic acute pancreatitis
K85.9,"Acute pancreatitis, unspecified"
K85.90,"Acute pancreatitis without necrosis or infection, unspecified"
K86.1,Other chronic pancreatitis
K90.9,"Intestinal malabsorption, unspecified"
K92.0,Hematemesis
K92.1,Melena
K92.2,"Gastrointestinal hemorrhage, unspecified"
K92.9,"Disease of digestive system, unspecified"
K94.00,"Colostomy complication, unspecified"
K94.2,Gastrostomy complications
K94.20,"Gastrostomy complication, unspecified"
K94.21,Gastrostomy hemorrhage
K94.22,Gastrostomy infection
K94.23,Gastrostomy malfunction
L02,"Cutaneous abscess, furuncle and carbuncle"
L02.11,Cutaneous abscess of neck
L02.214,Cutaneous abscess of groin
L02.219,"Cutaneous abscess of trunk, unspecified"
L02.31,Cutaneous abscess of buttock
L02.818,Cutaneous abscess of other sites
L02.91,"Cutaneous abscess, unspecified"
L03.1,Cellulitis and acute lymphangitis of other parts of limb
L03.11,Cellulitis of other parts of limb
L03.115,Cellulitis of right lower limb
L03.116,Cellulitis of left lower limb
L03.119,Cellulitis of unspecified part of limb
L03.211,Cellulitis of face
L03.22,Cellulitis and acute lymphangitis of neck
L03.221,Cellulitis of neck
L03.314,Cellulitis of groin
L03.317,Cellulitis of buttock
L03.811,"Cellulitis of head [any part, except face]"
L03.818,Cellulitis of other sites
L03.9,"Cellulitis and acute lymphangitis, unspecified"
L03.90,"Cellulitis, unspecified"
L03.91,"Acute lymphangitis, unspecified"
L08.0,Pyoderma
L08.89,Other specified local infections of the skin and subcutaneous tissue
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified"
L23,Allergic contact dermatitis
L23.0,Allergic contact dermatitis due to metals
L23.6,Allergic contact dermatitis due to food in contact with the skin
L23.9,"Allergic contact dermatitis, unspecified cause"
L25.9,"Unspecified contact dermatitis, unspecified cause"
L29,Pruritus
L29.8,Other pruritus
L29.9,"Pruritus, unspecified"
L30,Other and unspecified dermatitis
L45,Papulosquamous disorders in diseases classified elsewhere
L50,Urticaria
L50.0,Allergic urticaria
L50.2,Urticaria due to cold and heat
L50.3,Dermatographic urticaria
L50.9,"Urticaria, unspecified"
L51.8,Other erythema multiforme
L53.9,"Erythematous condition, unspecified"
L54,Erythema in diseases classified elsewhere
L55.0,Sunburn of first degree
L55.1,Sunburn of second degree
L55.2,Sunburn of third degree
L55.9,"Sunburn, unspecified"
L56.1,Drug photoallergic response
L56.9,"Acute skin change due to ultraviolet radiation, unspecified"
L65.9,"Nonscarring hair loss, unspecified"
L74.519,"Primary focal hyperhidrosis, unspecified"
L74.52,Secondary focal hyperhidrosis
L74.8,Other eccrine sweat disorders
L74.9,"Eccrine sweat disorder, unspecified"
L75.9,"Apocrine sweat disorder, unspecified"
L76.11,Accidental puncture and laceration of skin and subcutaneous tissue during a dermatologic procedure
L76.22,Postprocedural hemorrhage of skin and subcutaneous tissue following other procedure
L89,Pressure ulcer
L89.01,Pressure ulcer of right elbow
L89.011,"Pressure ulcer of right elbow, stage 1"
L89.02,Pressure ulcer of left elbow
L89.1,Pressure ulcer of back
L89.109,"Pressure ulcer of unspecified part of back, unspecified stage"
L89.11,Pressure ulcer of right upper back
L89.119,"Pressure ulcer of right upper back, unspecified stage"
L89.12,Pressure ulcer of left upper back
L89.154,"Pressure ulcer of sacral region, stage 4"
L89.159,"Pressure ulcer of sacral region, unspecified stage"
L89.2,Pressure ulcer of hip
L89.20,Pressure ulcer of unspecified hip
L89.209,"Pressure ulcer of unspecified hip, unspecified stage"
L89.21,Pressure ulcer of right hip
L89.3,Pressure ulcer of buttock
L89.30,Pressure ulcer of unspecified buttock
L89.300,"Pressure ulcer of unspecified buttock, unstageable"
L89.302,"Pressure ulcer of unspecified buttock, stage 2"
L89.304,"Pressure ulcer of unspecified buttock, stage 4"
L89.309,"Pressure ulcer of unspecified buttock, unspecified stage"
L89.31,Pressure ulcer of right buttock
L89.32,Pressure ulcer of left buttock
L89.4,"Pressure ulcer of contiguous site of back, buttock and hip"
L89.5,Pressure ulcer of ankle
L89.509,"Pressure ulcer of unspecified ankle, unspecified stage"
L89.51,Pressure ulcer of right ankle
L89.519,"Pressure ulcer of right ankle, unspecified stage"
L89.52,Pressure ulcer of left ankle
L89.609,"Pressure ulcer of unspecified heel, unspecified stage"
L89.61,Pressure ulcer of right heel
L89.62,Pressure ulcer of left heel
L89.620,"Pressure ulcer of left heel, unstageable"
L89.89,Pressure ulcer of other site
L89.90,"Pressure ulcer of unspecified site, unspecified stage"
L94.2,Calcinosis cutis
L97.519,Non-pressure chronic ulcer of other part of right foot with unspecified severity
L97.529,Non-pressure chronic ulcer of other part of left foot with unspecified severity
L97.909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity
L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
L98.499,Non-pressure chronic ulcer of skin of other sites with unspecified severity
L98.9,"Disorder of the skin and subcutaneous tissue, unspecified"
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere
M01.X72,Direct infection of left ankle and foot in infectious and parasitic diseases classified elsewhere
M05.59,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites
M06.9,"Rheumatoid arthritis, unspecified"
M10.00,"Idiopathic gout, unspecified site"
M10.9,"Gout, unspecified"
M12.9,"Arthropathy, unspecified"
M13.80,"Other specified arthritis, unspecified site"
M15.0,Primary generalized (osteo)arthritis
M17,Osteoarthritis of knee
M19.90,"Unspecified osteoarthritis, unspecified site"
M1A.0,Idiopathic chronic gout
M20,Acquired deformities of fingers and toes
M20.0,Deformity of finger(s)
M20.001,Unspecified deformity of right finger(s)
M20.002,Unspecified deformity of left finger(s)
M20.60,"Acquired deformities of toe(s), unspecified, unspecified foot"
M20.61,"Acquired deformities of toe(s), unspecified, right foot"
M20.62,"Acquired deformities of toe(s), unspecified, left foot"
M21,Other acquired deformities of limbs
M21.232,"Flexion deformity, left wrist"
M21.24,"Flexion deformity, finger joints"
M21.251,"Flexion deformity, right hip"
M21.372,"Foot drop, left foot"
M21.6,Other acquired deformities of foot
M21.6X1,Other acquired deformities of right foot
M21.6X2,Other acquired deformities of left foot
M21.70,"Unequal limb length (acquired), unspecified site"
M21.82,Other specified acquired deformities of upper arm
M21.821,Other specified acquired deformities of right upper arm
M21.822,Other specified acquired deformities of left upper arm
M21.831,Other specified acquired deformities of right forearm
M21.832,Other specified acquired deformities of left forearm
M21.852,Other specified acquired deformities of left thigh
M21.86,Other specified acquired deformities of lower leg
M21.861,Other specified acquired deformities of right lower leg
M21.9,Unspecified acquired deformity of limb and hand
M21.90,Unspecified acquired deformity of unspecified limb
M21.921,Unspecified acquired deformity of right upper arm
M21.922,Unspecified acquired deformity of left upper arm
M21.93,Unspecified acquired deformity of forearm
M21.931,Unspecified acquired deformity of right forearm
M21.932,Unspecified acquired deformity of left forearm
M21.941,"Unspecified acquired deformity of hand, right hand"
M21.942,"Unspecified acquired deformity of hand, left hand"
M21.951,Unspecified acquired deformity of right thigh
M21.952,Unspecified acquired deformity of left thigh
M21.96,Unspecified acquired deformity of lower leg
M21.961,Unspecified acquired deformity of right lower leg
M21.962,Unspecified acquired deformity of left lower leg
M22.0,Recurrent dislocation of patella
M22.91,"Unspecified disorder of patella, right knee"
M22.92,"Unspecified disorder of patella, left knee"
M23.51,"Chronic instability of knee, right knee"
M24.30,"Pathological dislocation of unspecified joint, not elsewhere classified"
M24.40,"Recurrent dislocation, unspecified joint"
M24.461,"Recurrent dislocation, right knee"
M24.5,Contracture of joint
M24.50,"Contracture, unspecified joint"
M24.51,"Contracture, shoulder"
M24.511,"Contracture, right shoulder"
M24.512,"Contracture, left shoulder"
M24.521,"Contracture, right elbow"
M24.522,"Contracture, left elbow"
M24.531,"Contracture, right wrist"
M24.541,"Contracture, right hand"
M24.542,"Contracture, left hand"
M24.551,"Contracture, right hip"
M24.552,"Contracture, left hip"
M24.561,"Contracture, right knee"
M24.562,"Contracture, left knee"
M24.571,"Contracture, right ankle"
M24.572,"Contracture, left ankle"
M24.59,"Contracture, other specified joint"
M24.811,"Other specific joint derangements of right shoulder, not elsewhere classified"
M24.812,"Other specific joint derangements of left shoulder, not elsewhere classified"
M24.821,"Other specific joint derangements of right elbow, not elsewhere classified"
M24.822,"Other specific joint derangements of left elbow, not elsewhere classified"
M24.831,"Other specific joint derangements of right wrist, not elsewhere classified"
M24.832,"Other specific joint derangements of left wrist, not elsewhere classified"
M24.851,"Other specific joint derangements of right hip, not elsewhere classified"
M24.852,"Other specific joint derangements of left hip, not elsewhere classified"
M24.871,"Other specific joint derangements of right ankle, not elsewhere classified"
M24.872,"Other specific joint derangements of left ankle, not elsewhere classified"
M25.18,"Fistula, other specified site"
M25.411,"Effusion, right shoulder"
M25.412,"Effusion, left shoulder"
M25.421,"Effusion, right elbow"
M25.422,"Effusion, left elbow"
M25.431,"Effusion, right wrist"
M25.432,"Effusion, left wrist"
M25.441,"Effusion, right hand"
M25.442,"Effusion, left hand"
M25.449,"Effusion, unspecified hand"
M25.451,"Effusion, right hip"
M25.452,"Effusion, left hip"
M25.461,"Effusion, right knee"
M25.462,"Effusion, left knee"
M25.471,"Effusion, right ankle"
M25.472,"Effusion, left ankle"
M25.48,"Effusion, other site"
M25.5,Pain in joint
M25.50,Pain in unspecified joint
M25.51,Pain in shoulder
M25.511,Pain in right shoulder
M25.512,Pain in left shoulder
M25.519,Pain in unspecified shoulder
M25.52,Pain in elbow
M25.521,Pain in right elbow
M25.522,Pain in left elbow
M25.529,Pain in unspecified elbow
M25.53,Pain in wrist
M25.531,Pain in right wrist
M25.532,Pain in left wrist
M25.539,Pain in unspecified wrist
M25.54,Pain in joints of hand
M25.541,Pain in joints of right hand
M25.542,Pain in joints of left hand
M25.55,Pain in hip
M25.551,Pain in right hip
M25.552,Pain in left hip
M25.559,Pain in unspecified hip
M25.56,Pain in knee
M25.561,Pain in right knee
M25.562,Pain in left knee
M25.569,Pain in unspecified knee
M25.57,Pain in ankle and joints of foot
M25.571,Pain in right ankle and joints of right foot
M25.572,Pain in left ankle and joints of left foot
M25.579,Pain in unspecified ankle and joints of unspecified foot
M25.59,Pain in other specified joint
M25.6,"Stiffness of joint, not elsewhere classified"
M25.60,"Stiffness of unspecified joint, not elsewhere classified"
M25.611,"Stiffness of right shoulder, not elsewhere classified"
M25.612,"Stiffness of left shoulder, not elsewhere classified"
M25.619,"Stiffness of unspecified shoulder, not elsewhere classified"
M25.629,"Stiffness of unspecified elbow, not elsewhere classified"
M25.639,"Stiffness of unspecified wrist, not elsewhere classified"
M25.641,"Stiffness of right hand, not elsewhere classified"
M25.642,"Stiffness of left hand, not elsewhere classified"
M25.649,"Stiffness of unspecified hand, not elsewhere classified"
M25.651,"Stiffness of right hip, not elsewhere classified"
M25.652,"Stiffness of left hip, not elsewhere classified"
M25.659,"Stiffness of unspecified hip, not elsewhere classified"
M25.66,"Stiffness of knee, not elsewhere classified"
M25.661,"Stiffness of right knee, not elsewhere classified"
M25.662,"Stiffness of left knee, not elsewhere classified"
M25.669,"Stiffness of unspecified knee, not elsewhere classified"
M25.673,"Stiffness of unspecified ankle, not elsewhere classified"
M25.675,"Stiffness of left foot, not elsewhere classified"
M25.676,"Stiffness of unspecified foot, not elsewhere classified"
M25.85,"Other specified joint disorders, hip"
M26.29,Other anomalies of dental arch relationship
M26.3,Anomalies of tooth position of fully erupted tooth or teeth
M26.51,Abnormal jaw closure
M32.10,"Systemic lupus erythematosus, organ or system involvement unspecified"
M40.20,Unspecified kyphosis
M41.20,"Other idiopathic scoliosis, site unspecified"
M43.6,Torticollis
M43.9,"Deforming dorsopathy, unspecified"
M45.5,Ankylosing spondylitis of thoracolumbar region
M47.12,"Other spondylosis with myelopathy, cervical region"
M47.812,"Spondylosis without myelopathy or radiculopathy, cervical region"
M48.00,"Spinal stenosis, site unspecified"
M51.9,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
M53.3,"Sacrococcygeal disorders, not elsewhere classified"
M54,Dorsalgia
M54.02,"Panniculitis affecting regions of neck and back, cervical region"
M54.09,"Panniculitis affecting regions, neck and back, multiple sites in spine"
M54.2,Cervicalgia
M54.3,Sciatica
M54.31,"Sciatica, right side"
M54.32,"Sciatica, left side"
M54.5,Low back pain
M54.50,"Low back pain, unspecified"
M54.59,Other low back pain
M54.6,Pain in thoracic spine
M54.81,Occipital neuralgia
M54.89,Other dorsalgia
M54.9,"Dorsalgia, unspecified"
M62.20,"Nontraumatic ischemic infarction of muscle, unspecified site"
M62.4,Contracture of muscle
M62.40,"Contracture of muscle, unspecified site"
M62.42,"Contracture of muscle, upper arm"
M62.422,"Contracture of muscle, left upper arm"
M62.429,"Contracture of muscle, unspecified upper arm"
M62.44,"Contracture of muscle, hand"
M62.46,"Contracture of muscle, lower leg"
M62.462,"Contracture of muscle, left lower leg"
M62.469,"Contracture of muscle, unspecified lower leg"
M62.49,"Contracture of muscle, multiple sites"
M62.5,"Muscle wasting and atrophy, not elsewhere classified"
M62.50,"Muscle wasting and atrophy, not elsewhere classified, unspecified site"
M62.81,Muscle weakness (generalized)
M62.82,Rhabdomyolysis
M62.83,Muscle spasm
M62.830,Muscle spasm of back
M62.838,Other muscle spasm
M70,"Soft tissue disorders related to use, overuse and pressure"
M70.861,"Other soft tissue disorders related to use, overuse and pressure, right lower leg"
M71.072,"Abscess of bursa, left ankle and foot"
M72.6,Necrotizing fasciitis
M76.61,"Achilles tendinitis, right leg"
M79.1,Myalgia
M79.10,"Myalgia, unspecified site"
M79.5,Residual foreign body in soft tissue
M79.6,"Pain in limb, hand, foot, fingers and toes"
M79.60,"Pain in limb, unspecified"
M79.601,Pain in right arm
M79.602,Pain in left arm
M79.603,"Pain in arm, unspecified"
M79.604,Pain in right leg
M79.605,Pain in left leg
M79.606,"Pain in leg, unspecified"
M79.609,Pain in unspecified limb
M79.62,Pain in upper arm
M79.621,Pain in right upper arm
M79.622,Pain in left upper arm
M79.629,Pain in unspecified upper arm
M79.63,Pain in forearm
M79.631,Pain in right forearm
M79.632,Pain in left forearm
M79.639,Pain in unspecified forearm
M79.64,Pain in hand and fingers
M79.641,Pain in right hand
M79.642,Pain in left hand
M79.643,Pain in unspecified hand
M79.644,Pain in right finger(s)
M79.645,Pain in left finger(s)
M79.646,Pain in unspecified finger(s)
M79.65,Pain in thigh
M79.651,Pain in right thigh
M79.652,Pain in left thigh
M79.659,Pain in unspecified thigh
M79.66,Pain in lower leg
M79.661,Pain in right lower leg
M79.662,Pain in left lower leg
M79.669,Pain in unspecified lower leg
M79.67,Pain in foot and toes
M79.671,Pain in right foot
M79.672,Pain in left foot
M79.673,Pain in unspecified foot
M79.674,Pain in right toe(s)
M79.675,Pain in left toe(s)
M79.676,Pain in unspecified toe(s)
M79.7,Fibromyalgia
M79.81,Nontraumatic hematoma of soft tissue
M79.89,Other specified soft tissue disorders
M79.9,"Soft tissue disorder, unspecified"
M80.80XA,"Other osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture"
M81.0,Age-related osteoporosis without current pathological fracture
M84.38,"Stress fracture, other site"
M84.4,"Pathological fracture, not elsewhere classified"
M84.40,"Pathological fracture, unspecified site"
M84.40XA,"Pathological fracture, unspecified site, initial encounter for fracture"
M84.459,"Pathological fracture, hip, unspecified"
M84.753,"Incomplete atypical femoral fracture, unspecified leg"
M86.08,"Acute hematogenous osteomyelitis, other sites"
M86.9,"Osteomyelitis, unspecified"
M93.002,"Unspecified slipped upper femoral epiphysis (nontraumatic), left hip"
M95,Other acquired deformities of musculoskeletal system and connective tissue
M95.0,Acquired deformity of nose
M95.2,Other acquired deformity of head
M95.3,Acquired deformity of neck
M95.4,Acquired deformity of chest and rib
M95.5,Acquired deformity of pelvis
M95.9,"Acquired deformity of musculoskeletal system, unspecified"
M96.6,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate"
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
N13.30,Unspecified hydronephrosis
N13.9,"Obstructive and reflux uropathy, unspecified"
N15.9,"Renal tubulo-interstitial disease, unspecified"
N17,Acute kidney failure
N17.8,Other acute kidney failure
N17.9,"Acute kidney failure, unspecified"
N18,Chronic kidney disease (CKD)
N18.6,End stage renal disease
N18.9,"Chronic kidney disease, unspecified"
N19,Unspecified kidney failure
N20,Calculus of kidney and ureter
N20.0,Calculus of kidney
N21,Calculus of lower urinary tract
N21.1,Calculus in urethra
N22,Calculus of urinary tract in diseases classified elsewhere
N23,Unspecified renal colic
N25.89,Other disorders resulting from impaired renal tubular function
N28.9,"Disorder of kidney and ureter, unspecified"
N30.01,Acute cystitis with hematuria
N30.90,"Cystitis, unspecified without hematuria"
N30.91,"Cystitis, unspecified with hematuria"
N32.9,"Bladder disorder, unspecified"
N36.8,Other specified disorders of urethra
N39,Other disorders of urinary system
N39.0,"Urinary tract infection, site not specified"
N39.3,Stress incontinence (female) (male)
N39.4,Other specified urinary incontinence
N39.41,Urge incontinence
N39.45,Continuous leakage
N39.46,Mixed incontinence
N39.49,Other specified urinary incontinence
N39.492,Postural (urinary) incontinence
N39.498,Other specified urinary incontinence
N39.9,"Disorder of urinary system, unspecified"
N48,Other disorders of penis
N48.3,Priapism
N48.30,"Priapism, unspecified"
N48.9,"Disorder of penis, unspecified"
N50.8,Other specified disorders of male genital organs
N50.81,Testicular pain
N50.811,Right testicular pain
N50.812,Left testicular pain
N50.819,"Testicular pain, unspecified"
N50.82,Scrotal pain
N53.12,Painful ejaculation
N64.4,Mastodynia
N64.5,Other signs and symptoms in breast
N76,Other inflammation of vagina and vulva
N77.1,"Vaginitis, vulvitis and vulvovaginitis in diseases classified elsewhere"
N83.209,"Unspecified ovarian cyst, unspecified side"
N83.53,"Torsion of ovary, ovarian pedicle and fallopian tube"
N83.7,Hematoma of broad ligament
N89,Other noninflammatory disorders of vagina
N89.8,Other specified noninflammatory disorders of vagina
N89.9,"Noninflammatory disorder of vagina, unspecified"
N92.0,Excessive and frequent menstruation with regular cycle
N92.5,Other specified irregular menstruation
N92.6,"Irregular menstruation, unspecified"
N93,Other abnormal uterine and vaginal bleeding
N93.8,Other specified abnormal uterine and vaginal bleeding
N93.9,"Abnormal uterine and vaginal bleeding, unspecified"
N94,Pain and other conditions associated with female genital organs and menstrual cycle
N94.89,Other specified conditions associated with female genital organs and menstrual cycle
N94.9,Unspecified condition associated with female genital organs and menstrual cycle
O00.0,Abdominal pregnancy
O00.9,"Ectopic pregnancy, unspecified"
O00.90,Unspecified ectopic pregnancy without intrauterine pregnancy
O02.1,Missed abortion
O03,Spontaneous abortion
O03.31,Shock following incomplete spontaneous abortion
O03.4,Incomplete spontaneous abortion without complication
O03.82,Renal failure following complete or unspecified spontaneous abortion
O03.9,Complete or unspecified spontaneous abortion without complication
O04.80,(Induced) termination of pregnancy with unspecified complications
O09.1,Supervision of pregnancy with history of ectopic pregnancy
O12.0,Gestational edema
O14,Pre-eclampsia
O14.0,Mild to moderate pre-eclampsia
O14.1,Severe pre-eclampsia
O14.10,"Severe pre-eclampsia, unspecified trimester"
O14.22,"HELLP syndrome (HELLP), second trimester"
O14.9,Unspecified pre-eclampsia
O14.90,"Unspecified pre-eclampsia, unspecified trimester"
O14.95,"Unspecified pre-eclampsia, complicating the puerperium"
O15,Eclampsia
O15.00,"Eclampsia complicating pregnancy, unspecified trimester"
O16,Unspecified maternal hypertension
O16.2,"Unspecified maternal hypertension, second trimester"
O16.3,"Unspecified maternal hypertension, third trimester"
O16.9,"Unspecified maternal hypertension, unspecified trimester"
O20,Hemorrhage in early pregnancy
O20.8,Other hemorrhage in early pregnancy
O20.9,"Hemorrhage in early pregnancy, unspecified"
O21,Excessive vomiting in pregnancy
O21.9,"Vomiting of pregnancy, unspecified"
O22.4,Hemorrhoids in pregnancy
O26.8,Other specified pregnancy related conditions
O26.819,"Pregnancy related exhaustion and fatigue, unspecified trimester"
O26.85,Spotting complicating pregnancy
O26.852,"Spotting complicating pregnancy, second trimester"
O26.859,"Spotting complicating pregnancy, unspecified trimester"
O26.899,"Other specified pregnancy related conditions, unspecified trimester"
O26.9,"Pregnancy related conditions, unspecified"
O26.90,"Pregnancy related conditions, unspecified, unspecified trimester"
O26.91,"Pregnancy related conditions, unspecified, first trimester"
O26.92,"Pregnancy related conditions, unspecified, second trimester"
O26.93,"Pregnancy related conditions, unspecified, third trimester"
O28.8,Other abnormal findings on antenatal screening of mother
O31.11,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester"
O33.2,Maternal care for disproportion due to inlet contraction of pelvis
O36.90X0,"Maternal care for fetal problem, unspecified, unspecified trimester, not applicable or unspecified"
O42,Premature rupture of membranes
O42.00,"Premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified weeks of gestation"
O42.013,"Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, third trimester"
O42.02,"Full-term premature rupture of membranes, onset of labor within 24 hours of rupture"
O42.9,"Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor"
O42.90,"Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, unspecified weeks of gestation"
O42.913,"Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, third trimester"
O44.10,"Complete placenta previa with hemorrhage, unspecified trimester"
O44.13,"Complete placenta previa with hemorrhage, third trimester"
O46.93,"Antepartum hemorrhage, unspecified, third trimester"
O47,False labor
O47.00,"False labor before 37 completed weeks of gestation, unspecified trimester"
O47.02,"False labor before 37 completed weeks of gestation, second trimester"
O47.9,"False labor, unspecified"
O48.0,Post-term pregnancy
O60,Preterm labor
O60.0,Preterm labor without delivery
O60.00,"Preterm labor without delivery, unspecified trimester"
O60.02,"Preterm labor without delivery, second trimester"
O60.03,"Preterm labor without delivery, third trimester"
O60.1,Preterm labor with preterm delivery
O60.10,"Preterm labor with preterm delivery, unspecified trimester"
O60.10X0,"Preterm labor with preterm delivery, unspecified trimester, not applicable or unspecified"
O60.2,Term delivery with preterm labor
O60.23,"Term delivery with preterm labor, third trimester"
O62.0,Primary inadequate contractions
O62.3,Precipitate labor
O62.4,"Hypertonic, incoordinate, and prolonged uterine contractions"
O62.9,"Abnormality of forces of labor, unspecified"
O63.0,Prolonged first stage (of labor)
O63.9,"Long labor, unspecified"
O64.1XX0,"Obstructed labor due to breech presentation, not applicable or unspecified"
O64.4XX0,"Obstructed labor due to shoulder presentation, not applicable or unspecified"
O66.0,Obstructed labor due to shoulder dystocia
O69.0,Labor and delivery complicated by prolapse of cord
O69.1,"Labor and delivery complicated by cord around neck, with compression"
O70,Perineal laceration during delivery
O70.4,"Anal sphincter tear complicating delivery, not associated with third degree laceration"
O71.9,"Obstetric trauma, unspecified"
O72,Postpartum hemorrhage
O72.1,Other immediate postpartum hemorrhage
O73.0,Retained placenta without hemorrhage
O75,"Other complications of labor and delivery, not elsewhere classified"
O75.0,Maternal distress during labor and delivery
O75.1,Shock during or following labor and delivery
O75.8,Other specified complications of labor and delivery
O75.82,"Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section"
O75.89,Other specified complications of labor and delivery
O75.9,"Complication of labor and delivery, unspecified"
O76,Abnormality in fetal heart rate and rhythm complicating labor and delivery
O77.9,"Labor and delivery complicated by fetal stress, unspecified"
O80,Encounter for full-term uncomplicated delivery
O86.0,Infection of obstetric surgical wound
O86.2,Urinary tract infection following delivery
O87.2,Hemorrhoids in the puerperium
O90.9,"Complication of the puerperium, unspecified"
O98.5,"Other viral diseases complicating pregnancy, childbirth and the puerperium"
O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
O99.8,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
O99.89,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
P00.0,Newborn affected by maternal hypertensive disorders
P01.1,Newborn affected by premature rupture of membranes
P01.9,"Newborn affected by maternal complication of pregnancy, unspecified"
P02.1,Newborn affected by other forms of placental separation and hemorrhage
P03.4,Newborn affected by Cesarean delivery
P03.6,Newborn affected by abnormal uterine contractions
P03.810,Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm before the onset of labor
P03.82,Meconium passage during delivery
P03.89,Newborn affected by other specified complications of labor and delivery
P04.18,Newborn affected by other maternal medication
P04.49,Newborn affected by maternal use of other drugs of addiction
P04.8,Newborn affected by other maternal noxious substances
P04.9,"Newborn affected by maternal noxious substance, unspecified"
P05.08,"Newborn light for gestational age, 2000-2499 grams"
P05.9,"Newborn affected by slow intrauterine growth, unspecified"
P07.00,"Extremely low birth weight newborn, unspecified weight"
P07.03,"Extremely low birth weight newborn, 750-999 grams"
P07.10,"Other low birth weight newborn, unspecified weight"
P07.15,"Other low birth weight newborn, 1250-1499 grams"
P07.23,"Extreme immaturity of newborn, gestational age 24 completed weeks"
P07.3,Preterm [premature] newborn [other]
P07.30,"Preterm newborn, unspecified weeks of gestation"
P07.36,"Preterm newborn, gestational age 33 completed weeks"
P07.37,"Preterm newborn, gestational age 34 completed weeks"
P07.38,"Preterm newborn, gestational age 35 completed weeks"
P07.39,"Preterm newborn, gestational age 36 completed weeks"
P08.21,Post-term newborn
P11.0,Cerebral edema due to birth injury
P15,Other birth injuries
P15.4,Birth injury to face
P22,Respiratory distress of newborn
P22.0,Respiratory distress syndrome of newborn
P22.1,Transient tachypnea of newborn
P22.8,Other respiratory distress of newborn
P22.9,"Respiratory distress of newborn, unspecified"
P24.01,Meconium aspiration with respiratory symptoms
P24.80,Other neonatal aspiration without respiratory symptoms
P25.2,Pneumomediastinum originating in the perinatal period
P28.3,Primary sleep apnea of newborn
P28.40,Unspecified apnea of newborn
P28.49,Other apnea of newborn
P28.5,Respiratory failure of newborn
P28.81,Respiratory arrest of newborn
P28.89,Other specified respiratory conditions of newborn
P29.11,Neonatal tachycardia
P29.12,Neonatal bradycardia
P29.30,Pulmonary hypertension of newborn
P29.81,Cardiac arrest of newborn
P54.1,Neonatal melena
P54.6,Neonatal vaginal hemorrhage
P70.4,Other neonatal hypoglycemia
P74.22,Hyponatremia of newborn
P77.9,"Necrotizing enterocolitis in newborn, unspecified"
P80,Hypothermia of newborn
P80.0,Cold injury syndrome
P80.9,"Hypothermia of newborn, unspecified"
P90,Convulsions of newborn
P91.3,Neonatal cerebral irritability
P91.6,Hypoxic ischemic encephalopathy [HIE]
P91.60,"Hypoxic ischemic encephalopathy [HIE], unspecified"
P91.61,Mild hypoxic ischemic encephalopathy [HIE]
P91.62,Moderate hypoxic ischemic encephalopathy [HIE]
P91.63,Severe hypoxic ischemic encephalopathy [HIE]
P91.88,Other specified disturbances of cerebral status of newborn
P92.0,Vomiting of newborn
P92.01,Bilious vomiting of newborn
P92.09,Other vomiting of newborn
P92.6,Failure to thrive in newborn
P92.9,"Feeding problem of newborn, unspecified"
P94.2,Congenital hypotonia
P95,Stillbirth
P96.0,Congenital renal failure
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction
P96.9,"Condition originating in the perinatal period, unspecified"
Q05.8,Sacral spina bifida without hydrocephalus
Q20.9,"Congenital malformation of cardiac chambers and connections, unspecified"
Q21.0,Ventricular septal defect
Q24,Other congenital malformations of heart
Q24.8,Other specified congenital malformations of heart
Q24.9,"Congenital malformation of heart, unspecified"
Q25.0,Patent ductus arteriosus
Q30.0,Choanal atresia
Q35.9,"Cleft palate, unspecified"
Q37.5,Cleft hard and soft palate with unilateral cleft lip
Q38.5,"Congenital malformations of palate, not elsewhere classified"
Q50.1,Developmental ovarian cyst
